Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
 -1.040182,13.321386,-1.353298,-2.886763,-0.193761,0.528843
 -1.001648,13.671018,-1.103366,-2.886763,-0.193761,0.528843
 -1.001648,13.671018,-1.103366,-3.136345,-0.209469,0.493936
 -0.615956,14.208160,-0.953916,-3.136345,-0.209469,0.493936
 -0.338133,14.343477,-0.842751,-3.136345,-0.209469,0.493936
 -0.338133,14.343477,-0.842751,-3.352766,-0.242630,0.356055
 -0.574874,13.867925,-0.587663,-3.352766,-0.242630,0.356055
 -0.574874,13.867925,-0.587663,-3.558715,-0.340369,0.127417
 -1.089499,13.276855,-0.393740,-3.558715,-0.340369,0.127417
 -1.089499,13.276855,-0.393740,-3.818769,-0.438107,-0.068060
 -1.265829,12.583070,-0.231555,-3.818769,-0.438107,-0.068060
 -1.265829,12.583070,-0.231555,-4.070096,-0.504430,-0.167543
 -1.304021,12.152736,-0.272301,-4.070096,-0.504430,-0.167543
 -1.262535,11.674264,-0.355860,-4.070096,-0.504430,-0.167543
 -1.262535,11.674264,-0.355860,-4.281281,-0.614385,-0.195469
 -1.260793,11.185404,-0.557911,-4.281281,-0.614385,-0.195469
 -1.260793,11.185404,-0.557911,-4.464540,-0.790664,-0.237357
 -1.438226,10.772635,-0.733658,-4.464540,-0.790664,-0.237357
 -1.438226,10.772635,-0.733658,-4.612893,-1.014066,-0.284480
 -1.525857,10.280788,-0.633328,-4.612893,-1.014066,-0.284480
 -1.525857,10.280788,-0.633328,-4.724594,-1.268884,-0.349058
 -1.584220,9.948853,-0.373507,-4.724594,-1.268884,-0.349058
 -1.584205,9.948633,-0.313625,-4.724594,-1.268884,-0.349058
 -1.584205,9.948633,-0.313625,-4.811861,-1.549882,-0.383964
 -1.435226,9.990935,-0.098813,-4.811861,-1.549882,-0.383964
 -1.435226,9.990935,-0.098813,-4.797898,-1.787247,-0.408399
 -1.216265,9.934018,0.322774,-4.797898,-1.787247,-0.408399
 -1.216265,9.934018,0.322774,-4.672235,-1.970506,-0.431088
 -0.966823,9.697732,0.782393,-4.672235,-1.970506,-0.431088
 -0.966823,9.697732,0.782393,-4.527372,-2.085698,-0.439815
 -0.728023,9.660666,1.353123,-4.527372,-2.085698,-0.439815
 -0.579500,9.842010,1.798180,-4.527372,-2.085698,-0.439815
 -0.579500,9.842010,1.798180,-4.461050,-2.157257,-0.448541
 -0.480557,10.001737,2.404473,-4.461050,-2.157257,-0.448541
 -0.480557,10.001737,2.404473,-4.459304,-2.193908,-0.471231
 -0.481295,10.229970,2.834773,-4.459304,-2.193908,-0.471231
 -0.481295,10.229970,2.834773,-4.530863,-2.202635,-0.542789
 -0.442381,10.498311,3.453577,-4.530863,-2.202635,-0.542789
 -0.442381,10.498311,3.453577,-4.661762,-2.206126,-0.664962
 -0.383459,10.736768,4.161393,-4.661762,-2.206126,-0.664962
 -0.424086,11.003983,4.633135,-4.661762,-2.206126,-0.664962
 -0.424086,11.003983,4.633135,-4.960214,-2.179946,-0.834259
 -0.284800,10.985723,4.957761,-4.960214,-2.179946,-0.834259
 -0.284800,10.985723,4.957761,-5.417490,-2.118859,-1.045444
 -0.145333,10.908099,5.122403,-5.417490,-2.118859,-1.045444
 -0.145333,10.908099,5.122403,-6.021374,-2.017630,-1.240921
 0.133465,10.764381,5.032565,-6.021374,-2.017630,-1.240921
 0.133465,10.764381,5.032565,-6.654929,-1.884985,-1.420690
 0.284457,10.257068,5.264592,-6.654929,-1.884985,-1.420690
 0.326501,9.647423,5.529694,-6.654929,-1.884985,-1.420690
 0.326501,9.647423,5.529694,-7.279757,-1.715688,-1.542863
 0.198245,9.375620,5.343014,-7.279757,-1.715688,-1.542863
 0.198245,9.375620,5.343014,-7.841753,-1.532429,-1.595223
 -0.239029,9.328598,4.768509,-7.841753,-1.532429,-1.595223
 -0.239029,9.328598,4.768509,-8.138459,-1.356150,-1.614421
 -0.494622,8.525685,4.264109,-8.138459,-1.356150,-1.614421
 -0.494622,8.525685,4.264109,-8.210017,-1.216524,-1.609185
 -0.530697,7.515832,4.220468,-8.210017,-1.216524,-1.609185
 -1.047172,7.387019,3.698107,-8.210017,-1.216524,-1.609185
 -1.047172,7.387019,3.698107,-8.302520,-1.134494,-1.534136
 -1.425515,7.531170,3.102608,-8.302520,-1.134494,-1.534136
 -1.425515,7.531170,3.102608,-8.293793,-1.069916,-1.455596
 -1.325426,7.324355,2.848751,-8.293793,-1.069916,-1.455596
 -1.325426,7.324355,2.848751,-8.018031,-1.043736,-1.415454
 -1.286067,7.425549,2.728166,-8.018031,-1.043736,-1.415454
 -1.384992,7.303261,2.810711,-7.553773,-1.068171,-1.389274
 -1.283547,6.754970,3.034210,-7.553773,-1.068171,-1.389274
 -1.283547,6.754970,3.034210,-6.925455,-1.127512,-1.378802
 -1.451039,6.380067,3.487090,-6.925455,-1.127512,-1.378802
 -1.451039,6.380067,3.487090,-6.283174,-1.185108,-1.349131
 -1.648358,6.004755,3.881079,-6.283174,-1.185108,-1.349131
 -1.648358,6.004755,3.881079,-5.661836,-1.228741,-1.289790
 -1.845392,5.568468,4.554217,-5.661836,-1.228741,-1.289790
 -1.845392,5.568468,4.554217,-5.059698,-1.221760,-1.207760
 -2.133575,5.580874,4.973086,-5.059698,-1.221760,-1.207760
 -2.232728,5.537530,5.325499,-5.059698,-1.221760,-1.207760
 -2.232728,5.537530,5.325499,-4.480248,-1.162419,-1.104785
 -2.322010,5.514306,5.697641,-4.480248,-1.162419,-1.104785
 -2.322010,5.514306,5.697641,-3.989811,-1.064680,-1.022755
 -2.321665,5.452414,6.226296,-3.989811,-1.064680,-1.022755
 -2.321665,5.452414,6.226296,-3.675652,-0.951234,-0.986103
 -2.212006,5.402341,6.881113,-3.675652,-0.951234,-0.986103
 -2.112622,5.432688,7.347033,-3.675652,-0.951234,-0.986103
 -2.112622,5.432688,7.347033,-3.551733,-0.832552,-1.001811
 -1.845020,5.657025,7.648603,-3.551733,-0.832552,-1.001811
 -1.845020,5.657025,7.648603,-3.549988,-0.722596,-1.059407
 -1.449454,6.214214,7.837743,-3.549988,-0.722596,-1.059407
 -1.449454,6.214214,7.837743,-3.602348,-0.656273,-1.137946
 -1.102997,6.610526,8.017756,-3.602348,-0.656273,-1.137946
 -1.102997,6.610526,8.017756,-3.659944,-0.647547,-1.240921
 -1.043110,6.570094,8.484648,-3.659944,-0.647547,-1.240921
 -1.120530,6.036549,9.113402,-3.659944,-0.647547,-1.240921
 -1.238549,5.722643,9.564930,-3.659944,-0.647547,-1.240921
 -1.238549,5.722643,9.564930,-4.251610,-0.671981,-1.315970
 -1.039258,5.586692,9.627489,-4.251610,-0.671981,-1.315970
 -1.039258,5.586692,9.627489,-4.665253,-0.649292,-1.293281
 -1.020157,5.787642,9.438201,-4.665253,-0.649292,-1.293281
 -1.020157,5.787642,9.438201,-4.897382,-0.628348,-1.254884
 -0.951468,6.019504,9.277352,-4.897382,-0.628348,-1.254884
 -0.951468,6.019504,9.277352,-5.003847,-0.595187,-1.207760
 -0.852392,6.101751,9.214568,-5.003847,-0.595187,-1.207760
 -0.871687,5.941502,9.204450,-5.003847,-0.595187,-1.207760
 -0.871687,5.941502,9.204450,-5.056207,-0.527119,-1.165872
 -0.989700,5.589792,9.066942,-5.056207,-0.527119,-1.165872
 -0.989700,5.589792,9.066942,-5.115548,-0.439853,-1.141437
 -0.769451,5.145286,8.917706,-5.115548,-0.439853,-1.141437
 -0.769451,5.145286,8.917706,-5.183616,-0.333387,-1.127474
 -0.986462,4.691271,8.862844,-5.183616,-0.333387,-1.127474
 -1.193613,4.257523,8.787791,-5.183616,-0.333387,-1.127474
 -1.193613,4.257523,8.787791,-5.249938,-0.267065,-1.106531
 -1.311515,3.885243,8.809868,-5.249938,-0.267065,-1.106531
 -1.311515,3.885243,8.809868,-5.297062,-0.216450,-1.090823
 -1.290293,3.516042,8.787400,-5.297062,-0.216450,-1.090823
 -1.290293,3.516042,8.787400,-5.335460,-0.192016,-1.066388
 -1.190340,3.349047,8.573664,-5.335460,-0.192016,-1.066388
 -1.190340,3.349047,8.573664,-5.349422,-0.176308,-1.027991
 -1.170628,3.380284,8.343606,-5.349422,-0.176308,-1.027991
 -1.211052,3.559517,8.285944,-5.349422,-0.176308,-1.027991
 -1.211052,3.559517,8.285944,-5.274373,-0.167581,-0.965159
 -1.150479,3.310504,8.412457,-5.274373,-0.167581,-0.965159
 -1.150479,3.310504,8.412457,-5.087623,-0.153619,-0.895346
 -1.089365,2.921132,8.668017,-5.087623,-0.153619,-0.895346
 -1.089365,2.921132,8.668017,-4.937524,-0.172817,-0.823787
 -1.088677,2.740805,8.796863,-4.937524,-0.172817,-0.823787
 -1.088677,2.740805,8.796863,-4.846767,-0.188525,-0.733030
 -1.108232,2.660013,8.916887,-4.846767,-0.188525,-0.733030
 -1.227643,2.716424,9.200598,-4.846767,-0.188525,-0.733030
 -1.227643,2.716424,9.200598,-4.728085,-0.193761,-0.630056
 -1.346988,2.752961,9.454267,-4.728085,-0.193761,-0.630056
 -1.346988,2.752961,9.454267,-4.588459,-0.165836,-0.532317
 -1.307253,2.772939,9.682592,-4.588459,-0.165836,-0.532317
 -1.307253,2.772939,9.682592,-4.433125,-0.085551,-0.446796
 -1.227224,2.653395,10.038641,-4.433125,-0.085551,-0.446796
 -1.227224,2.653395,10.038641,-4.234157,0.006952,-0.383964
 -1.246342,2.462145,10.307821,-4.234157,0.006952,-0.383964
 -1.126349,2.283598,10.632309,-4.234157,0.006952,-0.383964
 -1.126349,2.283598,10.632309,-4.092785,0.088982,-0.326368
 -1.085624,2.033727,10.879248,-4.092785,0.088982,-0.326368
 -1.085624,2.033727,10.879248,-4.078823,0.136106,-0.296698
 -1.084733,1.793707,10.937931,-4.078823,0.136106,-0.296698
 -1.084733,1.793707,10.937931,-4.174816,0.172758,-0.268772
 -1.163180,1.502272,10.939126,-4.174816,0.172758,-0.268772
 -1.163180,1.502272,10.939126,-4.366802,0.195447,-0.232121
 -1.261006,1.070754,10.880401,-4.366802,0.195447,-0.232121
 -1.340095,0.949507,10.792622,-4.366802,0.195447,-0.232121
 -1.340095,0.949507,10.792622,-4.687943,0.239081,-0.174525
 -1.279918,0.800889,10.789891,-4.687943,0.239081,-0.174525
 -1.279918,0.800889,10.789891,-4.989884,0.286204,-0.118674
 -1.239683,0.662282,10.668107,-4.989884,0.286204,-0.118674
 -1.239683,0.662282,10.668107,-5.166162,0.352527,-0.061078
 -1.080792,0.686350,10.463318,-5.166162,0.352527,-0.061078
 -1.080792,0.686350,10.463318,-5.244702,0.390924,-0.005228
 -0.951474,0.630625,10.049533,-5.244702,0.390924,-0.005228
 -1.100270,0.528922,9.684718,-5.244702,0.390924,-0.005228
 -1.100270,0.528922,9.684718,-5.216777,0.418849,0.097747
 -1.278653,0.357088,9.200781,-5.216777,0.418849,0.097747
 -1.278653,0.357088,9.200781,-5.120784,0.432812,0.218174
 -1.337539,0.118083,8.642669,-5.120784,0.432812,0.218174
 -1.337539,0.118083,8.642669,-4.949742,0.413613,0.328130
 -1.505911,-0.073525,8.158300,-4.949742,0.413613,0.328130
 -1.505911,-0.073525,8.158300,-4.712377,0.404887,0.483464
 -1.604441,-0.333901,7.751115,-4.712377,0.404887,0.483464
 -1.703437,-0.455090,7.534252,-4.712377,0.404887,0.483464
 -1.703437,-0.455090,7.534252,-4.443596,0.488663,0.670215
 -1.912353,-0.418459,7.251959,-4.443596,0.488663,0.670215
 -1.912353,-0.418459,7.251959,-4.160853,0.598618,0.829040
 -1.992210,-0.339285,7.005494,-4.160853,0.598618,0.829040
 -1.992210,-0.339285,7.005494,-3.846694,0.640506,0.897107
 -1.991888,-0.438543,6.825349,-3.846694,0.640506,0.897107
 -1.991888,-0.438543,6.825349,-3.506355,0.635270,0.876163
 -2.109963,-0.761011,6.887597,-3.506355,0.635270,0.876163
 -3.062515,-1.153304,7.596114,-3.506355,0.635270,0.876163
 -3.062515,-1.153304,7.596114,-3.239319,0.609090,0.820313
 -3.520696,-0.864287,7.912210,-3.239319,0.609090,0.820313
 -3.520696,-0.864287,7.912210,-3.234083,0.527060,0.605637
 -2.906512,-0.321007,7.694775,-3.234083,0.527060,0.605637
 -2.906512,-0.321007,7.694775,-3.181724,0.436303,0.383981
 -2.231641,-0.047346,7.773418,-3.181724,0.436303,0.383981
 -2.231641,-0.047346,7.773418,-2.869310,0.465973,0.293224
 -2.190608,-0.367965,8.239573,-2.869310,0.465973,0.293224
 -3.540030,-0.948487,8.960401,-2.869310,0.465973,0.293224
 -3.540030,-0.948487,8.960401,-2.515008,0.619562,0.198976
 -3.619307,-1.010260,9.002665,-2.515008,0.619562,0.198976
 -3.619307,-1.010260,9.002665,-2.330003,0.776642,-0.013954
 -2.902800,-1.255109,9.017509,-2.330003,0.776642,-0.013954
 -2.902800,-1.255109,9.017509,-2.167687,0.832492,-0.200705
 -2.275738,-1.511250,8.875592,-2.167687,0.832492,-0.200705
 -2.275738,-1.511250,8.875592,-2.087402,0.884852,-0.267027
 -1.927189,-1.712901,8.633440,-2.087402,0.884852,-0.267027
 -1.459422,-1.902011,8.377392,-2.087402,0.884852,-0.267027
 -1.459422,-1.902011,8.377392,-2.049005,0.993063,-0.251319
 -1.617638,-2.134476,8.191903,-2.049005,0.993063,-0.251319
 -1.617638,-2.134476,8.191903,-1.991409,1.150142,-0.200705
 -1.577120,-2.352869,8.029800,-1.991409,1.150142,-0.200705
 -1.577120,-2.352869,8.029800,-1.886689,1.305477,-0.151835
 -1.616205,-2.543146,7.920391,-1.886689,1.305477,-0.151835
 -1.675406,-2.664157,7.881852,-1.804659,1.408451,-0.116929
 -1.814326,-2.726966,7.866215,-1.804659,1.408451,-0.116929
 -1.814326,-2.726966,7.866215,-1.829093,1.460811,-0.083768
 -1.864036,-2.727720,7.788023,-1.829093,1.460811,-0.083768
 -1.864036,-2.727720,7.788023,-1.946030,1.507935,-0.047116
 -1.844475,-2.647001,7.687960,-1.946030,1.507935,-0.047116
 -1.844475,-2.647001,7.687960,-1.989663,1.542841,-0.019190
 -1.774937,-2.645095,7.565885,-1.989663,1.542841,-0.019190
 -1.774937,-2.645095,7.565885,-1.939049,1.555059,0.017462
 -1.824400,-2.725087,7.297669,-1.939049,1.555059,0.017462
 -1.844077,-2.804010,6.908700,-1.939049,1.555059,0.017462
 -1.844077,-2.804010,6.908700,-1.809895,1.520152,0.073312
 -4.195265,-3.964381,7.430542,-1.809895,1.520152,0.073312
 -4.195265,-3.964381,7.430542,-1.708665,1.474774,0.137889
 -6.175483,-3.326041,7.339972,-1.708665,1.474774,0.137889
 -6.175483,-3.326041,7.339972,-1.614418,1.373545,0.244354
 -4.624747,-3.402944,7.198081,-1.614418,1.373545,0.244354
 -4.624747,-3.402944,7.198081,-1.329929,1.130944,0.368273
 -3.812243,-2.744907,6.794944,-1.329929,1.130944,0.368273
 -3.735011,-2.151889,6.296233,-1.329929,1.130944,0.368273
 -3.735011,-2.151889,6.296233,-1.260116,0.898815,0.466011
 -3.943002,-2.355828,6.222328,-1.260116,0.898815,0.466011
 -3.943002,-2.355828,6.222328,-1.080347,0.684139,0.537570
 -4.896114,-2.626352,6.422449,-0.792368,0.136106,0.345583
 -4.836912,-2.495936,6.620722,-0.792368,0.136106,0.345583
 -4.836912,-2.495936,6.620722,-0.661468,0.029641,0.263553
 -4.718008,-2.374804,6.966668,-0.661468,0.029641,0.263553
 -4.718008,-2.374804,6.966668,-0.469482,0.005206,0.204212
 -4.589313,-2.213497,7.312483,-0.469482,0.005206,0.204212
 -4.491512,-1.762728,7.570913,-0.469482,0.005206,0.204212
 -4.282979,-1.689744,7.933597,0.102986,0.048840,0.104728
 -4.083730,-1.796746,8.275753,0.102986,0.048840,0.104728
 -4.083730,-1.796746,8.275753,0.397947,0.090728,0.027934
 -3.904307,-1.933226,8.368912,0.397947,0.090728,0.027934
 -3.904307,-1.933226,8.368912,0.537573,0.104690,-0.104712
 -3.773515,-2.360549,8.472256,0.537573,0.104690,-0.104712
 -3.792231,-2.671150,8.591133,0.537573,0.104690,-0.104712
 -3.792231,-2.671150,8.591133,0.521865,0.088982,-0.275754
 -3.831312,-2.852059,8.651437,0.521865,0.088982,-0.275754
 -3.831312,-2.852059,8.651437,0.356059,0.071529,-0.448541
 -3.890078,-3.083491,8.752073,0.356059,0.071529,-0.448541
 -3.890078,-3.083491,8.752073,0.120439,0.068038,-0.619584
 -3.939550,-3.144489,8.753425,0.120439,0.068038,-0.619584
 -3.939550,-3.144489,8.753425,-0.132633,0.082001,-0.780154
 -3.919469,-3.203800,8.692583,-0.132633,0.082001,-0.780154
 -3.869451,-3.302083,8.530749,-0.132633,0.082001,-0.780154
 -3.869451,-3.302083,8.530749,-0.364762,0.125634,-0.912799
 -3.690035,-3.447895,8.444213,-0.364762,0.125634,-0.912799
 -3.690035,-3.447895,8.444213,-0.586419,0.174503,-1.008792
 -3.510905,-3.504442,8.537772,-0.586419,0.174503,-1.008792
 -3.510905,-3.504442,8.537772,-0.815057,0.268751,-1.083841
 -3.323435,-3.130696,8.513384,-0.815057,0.268751,-1.083841
 -3.323435,-3.130696,8.513384,-0.979118,0.403141,-1.151909
 -3.185081,-2.917717,8.449925,-0.979118,0.403141,-1.151909
 -3.066052,-2.855107,8.406341,-0.979118,0.403141,-1.151909
 -3.066052,-2.855107,8.406341,-1.038459,0.617817,-1.244411
 -2.935960,-3.101921,8.330938,-1.038459,0.617817,-1.244411
 -2.935960,-3.101921,8.330938,-1.083838,0.883107,-1.385783
 -2.875373,-3.370000,8.207846,-1.083838,0.883107,-1.385783
 -2.875373,-3.370000,8.207846,-1.214737,1.153633,-1.534136
 -2.775056,-3.627469,8.143364,-1.214737,1.153633,-1.534136
 -2.775056,-3.627469,8.143364,-1.373562,1.429395,-1.675508
 -2.754661,-3.776487,8.022192,-1.373562,1.429395,-1.675508
 -2.625208,-3.853148,7.867795,-1.373562,1.429395,-1.675508
 -2.625208,-3.853148,7.867795,-1.453847,1.698176,-1.778482
 -2.525782,-3.870597,7.744629,-1.453847,1.698176,-1.778482
 -2.525782,-3.870597,7.744629,-1.455593,1.944267,-1.823861
 -2.326927,-3.905531,7.508278,-1.455593,1.944267,-1.823861
 -2.326927,-3.905531,7.508278,-1.418941,2.124036,-1.836078
 -2.118092,-3.959764,7.141753,-1.418941,2.124036,-1.836078
 -2.118092,-3.959764,7.141753,-1.333420,2.242718,-1.801172
 -1.919280,-3.994039,6.725758,-1.333420,2.242718,-1.801172
 -1.690680,-4.027283,6.198987,-1.333420,2.242718,-1.801172
 -1.690680,-4.027283,6.198987,-1.232191,2.270644,-1.752302
 -1.511461,-4.141764,5.743332,-1.232191,2.270644,-1.752302
 -1.511461,-4.141764,5.743332,-1.118744,2.218284,-1.677253
 -1.431852,-4.188838,5.411090,-1.118744,2.218284,-1.677253
 -1.431852,-4.188838,5.411090,-0.972137,2.096111,-1.572533
 -1.342067,-4.286503,5.307817,-0.972137,2.096111,-1.572533
 -1.342067,-4.286503,5.307817,-0.731281,1.895398,-1.410218
 0.593370,-3.584703,4.837520,-0.731281,1.895398,-1.410218
 1.757328,-3.870855,5.046840,-0.731281,1.895398,-1.410218
 1.757328,-3.870855,5.046840,-0.345563,1.431140,-1.267101
 0.297928,-4.292678,5.462711,-0.345563,1.431140,-1.267101
 0.297928,-4.292678,5.462711,-0.204192,0.933722,-1.150164
 -0.971336,-5.079591,5.700796,-0.204192,0.933722,-1.150164
 -0.971336,-5.079591,5.700796,-0.130888,0.638761,-0.912799
 -1.813309,-5.818996,6.324090,-0.130888,0.638761,-0.912799
 -1.813309,-5.818996,6.324090,0.029682,0.500880,-0.577696
 -2.399106,-5.934204,7.141499,0.029682,0.500880,-0.577696
 -2.728842,-5.432858,7.514233,0.029682,0.500880,-0.577696
 -2.728842,-5.432858,7.514233,0.106477,0.427576,-0.235611
 -2.968850,-5.009451,7.853653,0.106477,0.427576,-0.235611
 -2.968850,-5.009451,7.853653,0.099496,0.411868,0.005244
 -3.257755,-4.806762,8.153707,0.099496,0.411868,0.005244
 -3.257755,-4.806762,8.153707,0.062844,0.439793,0.071567
 -3.178382,-4.765340,8.211146,0.062844,0.439793,0.071567
 -3.178382,-4.765340,8.211146,0.022701,0.516588,0.006990
 -2.751689,-4.586035,8.078031,0.022701,0.516588,0.006990
 -3.239590,-4.317959,8.484841,0.022701,0.516588,0.006990
 -3.239590,-4.317959,8.484841,-0.087255,0.631780,-0.082022
 -3.765758,-4.450757,8.990779,-0.087255,0.631780,-0.082022
 -3.765758,-4.450757,8.990779,-0.336837,0.795841,-0.221649
 -4.362206,-4.404327,9.270381,-0.336837,0.795841,-0.221649
 -4.362206,-4.404327,9.270381,-0.568966,1.012261,-0.324623
 -4.600367,-4.509125,9.237887,-0.568966,1.012261,-0.324623
 -4.600367,-4.509125,9.237887,-0.650996,1.232173,-0.450287
 -4.192513,-4.629110,8.864408,-0.650996,1.232173,-0.450287
 -3.665887,-4.635353,8.128224,-0.650996,1.232173,-0.450287
 -3.665887,-4.635353,8.128224,-0.708592,1.417178,-0.567224
 -3.199182,-4.553514,7.554157,-0.708592,1.417178,-0.567224
 -3.199182,-4.553514,7.554157,-0.766188,1.562040,-0.637037
 -3.050453,-4.469633,7.330036,-0.766188,1.562040,-0.637037
 -3.050453,-4.469633,7.330036,-0.813312,1.687704,-0.670198
 -3.080614,-4.370637,7.411368,-0.813312,1.687704,-0.670198
 -3.080614,-4.370637,7.411368,-0.856945,1.766244,-0.675434
 -3.179923,-4.392715,7.414571,-0.856945,1.766244,-0.675434
 -3.199482,-4.492318,7.215127,-0.856945,1.766244,-0.675434
 -3.199482,-4.492318,7.215127,-0.858690,1.841293,-0.637037
 -3.030128,-4.636435,6.609948,-0.858690,1.841293,-0.637037
 -3.030128,-4.636435,6.609948,-0.794113,1.844783,-0.558497
 -2.791305,-4.768139,5.743018,-0.794113,1.844783,-0.558497
 -2.791305,-4.768139,5.743018,-0.710337,1.769734,-0.450287
 -2.811014,-4.827703,5.523814,-0.710337,1.769734,-0.450287
 -2.811014,-4.827703,5.523814,-0.631797,1.640580,-0.328114
 -2.989451,-4.932710,5.888549,-0.631797,1.640580,-0.328114
 -3.604320,-5.276851,6.296608,-0.631797,1.640580,-0.328114
 -3.604320,-5.276851,6.296608,-0.574202,1.518407,-0.198959
 -4.556693,-5.747356,6.535653,-0.574202,1.518407,-0.198959
 -4.556693,-5.747356,6.535653,-0.589910,1.401470,-0.113438
 -5.252711,-5.662394,6.639112,-0.589910,1.401470,-0.113438
 -5.252711,-5.662394,6.639112,-0.644015,1.172832,-0.179761
 -5.125779,-5.040185,6.637913,-0.644015,1.172832,-0.179761
 -5.125779,-5.040185,6.637913,-0.771424,0.924995,-0.233866
 -5.902314,-4.715010,6.176336,-0.771424,0.924995,-0.233866
 -7.163106,-5.149109,5.627396,-0.771424,0.924995,-0.233866
 -7.163106,-5.149109,5.627396,-0.914541,0.811549,-0.118674
 -6.264767,-6.208739,5.422617,-0.914541,0.811549,-0.118674
 -6.264767,-6.208739,5.422617,-0.696375,0.748717,0.000008
 -4.982161,-6.313260,5.828479,-0.696375,0.748717,0.000008
 -4.982161,-6.313260,5.828479,-0.247825,0.675413,-0.061078
 -4.536803,-5.766004,6.285385,-0.247825,0.675413,-0.061078
 -4.536803,-5.766004,6.285385,-0.253061,0.542768,-0.249574
 -4.149831,-5.597455,6.133580,-0.253061,0.542768,-0.249574
 -3.840816,-5.859894,5.892448,-0.253061,0.542768,-0.249574
 -3.840816,-5.859894,5.892448,-0.528823,0.342055,-0.469485
 -3.840816,-5.859894,5.892448,-0.593400,0.155305,-0.668453
 -3.682030,-5.787078,6.017257,-0.593400,0.155305,-0.668453
 -4.068239,-6.146532,6.457542,-0.593400,0.155305,-0.668453
 -4.068239,-6.146532,6.457542,-0.472972,-0.013992,-0.797607
 -4.592835,-6.737298,6.512072,-0.472972,-0.013992,-0.797607
 -4.592835,-6.737298,6.512072,-0.609108,-0.071588,-0.858694
 -4.920042,-6.963259,6.312286,-0.609108,-0.071588,-0.858694
 -5.129274,-6.827480,6.240078,-0.609108,-0.071588,-0.858694
 -5.129274,-6.827480,6.240078,-0.877889,-0.026209,-0.886619
 -5.349229,-6.462945,6.398895,-0.877889,-0.026209,-0.886619
 -5.349229,-6.462945,6.398895,-1.048931,0.048840,-0.879638
 -5.390752,-5.974483,6.482504,-1.048931,0.048840,-0.879638
 -5.390752,-5.974483,6.482504,-1.097800,0.211155,-0.860439
 -5.411771,-5.646128,6.744298,-1.097800,0.211155,-0.860439
 -5.352752,-5.456312,7.092575,-1.097800,0.211155,-0.860439
 -5.352752,-5.456312,7.092575,-1.017515,0.493899,-0.825532
 -5.044047,-5.600830,7.390977,-1.017515,0.493899,-0.825532
 -5.044047,-5.600830,7.390977,-0.874398,0.829002,-0.760955
 -4.595889,-5.832195,7.644385,-0.874398,0.829002,-0.760955
 -4.595889,-5.832195,7.644385,-0.856945,1.132689,-0.752229
 -3.859169,-6.147813,7.997550,-0.856945,1.132689,-0.752229
 -3.859169,-6.147813,7.997550,-1.036714,1.300241,-0.827278
 -3.092655,-6.462473,8.259901,-1.036714,1.300241,-0.827278
 -2.634832,-6.632835,8.283731,-1.036714,1.300241,-0.827278
 -2.515419,-6.670435,8.319490,-1.036714,1.300241,-0.827278
 -2.515419,-6.670435,8.319490,-2.134526,1.150142,-1.167617
 -2.744079,-6.655123,8.287265,-2.134526,1.150142,-1.167617
 -2.744079,-6.655123,8.287265,-2.713975,0.918014,-1.347386
 -3.231736,-6.485096,8.184583,-2.713975,0.918014,-1.347386
 -3.231736,-6.485096,8.184583,-3.143326,0.715555,-1.481776
 -3.429769,-6.689119,8.190189,-3.143326,0.715555,-1.481776
 -3.718648,-6.533971,7.831295,-3.143326,0.715555,-1.481776
 -3.718648,-6.533971,7.831295,-3.478430,0.570693,-1.532391
 -3.779202,-6.313541,7.325381,-3.478430,0.570693,-1.532391
 -3.779202,-6.313541,7.325381,-3.694850,0.521824,-1.520174
 -3.908839,-6.224617,6.861050,-3.694850,0.521824,-1.520174
 -3.908839,-6.224617,6.861050,-3.759428,0.553240,-1.551589
 -4.008108,-6.285013,6.414941,-3.759428,0.553240,-1.551589
 -4.008108,-6.285013,6.414941,-3.743720,0.624798,-1.588241
 -4.127067,-6.395859,5.989203,-3.743720,0.624798,-1.588241
 -4.127067,-6.395859,5.989203,-3.677397,0.717301,-1.581260
 -4.225729,-6.616488,5.642097,-3.677397,0.717301,-1.581260
 -4.264711,-6.846073,5.352843,-3.677397,0.717301,-1.581260
 -4.264711,-6.846073,5.352843,-3.563951,0.837729,-1.537627
 -4.243545,-7.214395,5.090848,-3.563951,0.837729,-1.537627
 -4.243545,-7.214395,5.090848,-3.462722,0.977355,-1.467814
 -4.242414,-7.542984,4.779812,-3.462722,0.977355,-1.467814
 -4.242414,-7.542984,4.779812,-3.405126,1.164105,-1.366585
 -4.162549,-7.659999,4.447222,-3.405126,1.164105,-1.366585
 -4.063090,-7.696810,4.154292,-3.405126,1.164105,-1.366585
 -4.063090,-7.696810,4.154292,-3.354511,1.387507,-1.225213
 -4.043443,-7.655141,3.804521,-3.354511,1.387507,-1.225213
 -4.043443,-7.655141,3.804521,-3.270735,1.675487,-1.064643
 -4.183036,-7.556727,3.420413,-3.270735,1.675487,-1.064643
 -4.183036,-7.556727,3.420413,-3.127618,2.017571,-0.881383
 -4.351453,-7.719349,3.205663,-3.127618,2.017571,-0.881383
 -4.351453,-7.719349,3.205663,-2.993228,2.347438,-0.710341
 -4.449648,-8.050878,3.127476,-2.993228,2.347438,-0.710341
 -4.468512,-8.330917,3.086818,-2.993228,2.347438,-0.710341
